,response,is_strange,workerid,proliferate.condition,order,slide_number_in_experiment,tgrep_id,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.fairprice,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error,Sentence,HaveNeedTo,Finite,ModalPresent,QuestionType,DegreeQ,SubjectAuxInv,WhAll,MatrixNegPresent,EmbeddedNegPresent,QuantifiedSubject,QuantifiedPredicate,Wh,MatrixNegation,MatrixDoSupport,MatrixPred1,MatrixPred2,MatVerbPart,Modal,EmbeddedNegation,Verb1,Verb2,Verb3,DeterminerSubject,DeterminerNonSubject,FullWhPhrase,DeterminerSubjPresent,DeterminerNonSubjPresent,WhNode,WhParse,Question,SentenceParse,WhPhaseType,IdentityQ
186,the,False,9,condition1,a-some-all-the,3,example1,[],20.0,Yes,,2,1,1,Male,English,Chrome,Windows,1440,2560,5.01558333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,the,False,9,condition1,a-some-all-the,3,example1,[],20.0,Yes,,2,1,1,Male,English,Chrome,Windows,1440,2560,5.01558333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,all,False,9,condition1,a-some-all-the,3,example1,[],20.0,Yes,,2,1,1,Male,English,Chrome,Windows,1440,2560,5.01558333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,a,False,9,condition1,a-some-all-the,4,example2,[],20.0,Yes,,2,1,1,Male,English,Chrome,Windows,1440,2560,5.01558333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,the,False,9,condition1,a-some-all-the,5,example1,[],20.0,Yes,,2,1,1,Male,English,Chrome,Windows,1440,2560,5.01558333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,a,False,9,condition1,a-some-all-the,5,example1,[],20.0,Yes,,2,1,1,Male,English,Chrome,Windows,1440,2560,5.01558333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,all,False,9,condition1,a-some-all-the,5,example1,[],20.0,Yes,,2,1,1,Male,English,Chrome,Windows,1440,2560,5.01558333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,some,False,9,condition1,a-some-all-the,6,example4,[],20.0,Yes,,2,1,1,Male,English,Chrome,Windows,1440,2560,5.01558333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,the,True,9,condition1,a-some-all-the,8,40349:14,[],20.0,Yes,,2,1,1,Male,English,Chrome,Windows,1440,2560,5.01558333333333,,"you know, how can you help *-1 depending on the day care center *t*-2, you know,",no,,yes,root,no,yes,,,,,,how,,,,,,can,,help,depending,know,,the day care center,,no,no,,(WRB how),"you know, how can you help *-1 depending on the day care center *t*-2, you know,","(TOP (SBARQ (PRN (S (NP-SBJ (PRP You)) (VP (VBP know))) (, ,)) (WHADVP-2 (WRB how)) (SQ (MD can) (NP-SBJ-1 (PRP you)) (VP (VB help) (S (NP-SBJ (-NONE- *-1)) (VP (VBG depending) (PP (IN on) (NP (DT the) (NN day) (NN care) (NN center))) (ADVP-MNR (-NONE- *T*-2)))) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know)))))) (, ,) (-DFL- E_S)))",monomorphemic,no
195,all,True,9,condition1,a-some-all-the,9,103191:13,[],20.0,Yes,,2,1,1,Male,English,Chrome,Windows,1440,2560,5.01558333333333,,"but, uh, who *t*-1 knows what the future will hold *t*-2. uh, as far as energy goes,",no,,yes,root,no,yes,,,,,,who,,,,,,will,,knows,hold,as,the future,the future,,no,no,,(WP who),"but, uh, who *t*-1 knows what the future will hold *t*-2. uh, as far as energy goes,","(TOP (SBARQ (CC But) (, ,) (INTJ (UH uh)) (, ,) (WHNP-1 (WP who)) (SQ (NP-SBJ (-NONE- *T*-1)) (VP (VBZ knows) (SBAR (WHNP-2 (WP what)) (S (NP-SBJ (DT the) (NN future)) (VP (MD will) (VP (VB hold) (NP (-NONE- *T*-2)) (. .) (INTJ (UH Uh)) (, ,) (ADVP (ADVP (RB as) (RB far)) (SBAR (IN as) (S (NP-SBJ (NN energy)) (VP (VBZ goes))))))))))) (, ,) (-DFL- E_S)))",monomorphemic,no
196,all,False,9,condition1,a-some-all-the,10,102105:4,[],20.0,Yes,,2,1,1,Male,English,Chrome,Windows,1440,2560,5.01558333333333,,"how do you usually find a, a new restaurant *t*-1?",no,yes,no,root,no,yes,,,,,,how,,,,,,,,do,usually,find,,a,,no,yes,,(WRB How),"how do you usually find a, a new restaurant *t*-1?","(TOP (SBARQ (WHADVP-1 (WRB How)) (SQ (VBP do) (NP-SBJ (PRP you)) (ADVP-TMP (RB usually)) (VP (VB find) (EDITED (RM (-DFL- \[)) (NP-UNF (DT a)) (, ,) (IP (-DFL- \+))) (NP (DT a) (RS (-DFL- \])) (JJ new) (NN restaurant)) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S)))",monomorphemic,no
197,all,False,9,condition1,a-some-all-the,11,61578:4,[],20.0,Yes,,2,1,1,Male,English,Chrome,Windows,1440,2560,5.01558333333333,,how are your kids handling it *t*-1?,no,yes,no,root,no,yes,,,,,,how,,,,,,,,are,handling,,,,,no,no,,(WRB How),how are your kids handling it *t*-1?,(TOP (SBARQ (WHADVP-1 (WRB How)) (SQ (VBP are) (NP-SBJ (PRP$ your) (NNS kids)) (VP (VBG handling) (NP (PRP it)) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S))),monomorphemic,no
198,all,True,9,condition1,a-some-all-the,12,60430:4,[],20.0,Yes,,2,1,1,Male,English,Chrome,Windows,1440,2560,5.01558333333333,,who *t*-1 knows.,no,yes,no,root,no,yes,,,,,,who,,,,,,,,knows,,,,,,no,,,(WP who),who *t*-1 knows.,(TOP (SBARQ (WHNP-1 (WP who)) (SQ (NP-SBJ (-NONE- *T*-1)) (VP (VBZ knows))) (. .) (-DFL- E_S))),monomorphemic,no
199,the,True,9,condition1,a-some-all-the,13,37508:7,[],20.0,Yes,,2,1,1,Male,English,Chrome,Windows,1440,2560,5.01558333333333,,well how do you think 0 the royals are going *-1 to do *t*-2?,no,yes,no,root,no,yes,,,,,,how,,,,,,,,do,think,are,the royals,the royals,,no,no,,(WRB how),well how do you think 0 the royals are going *-1 to do *t*-2?,(TOP (SBARQ (INTJ (UH well)) (WHADVP-2 (WRB how)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB think) (SBAR (-NONE- 0) (S (NP-SBJ-1 (DT the) (NNPS Royals)) (VP (VBP are) (VP (VBG going) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB do) (ADVP-MNR (-NONE- *T*-2))))))))))) (. ?) (-DFL- E_S))),monomorphemic,no
200,all,False,9,condition1,a-some-all-the,14,130644:22,[],20.0,Yes,,2,1,1,Male,English,Chrome,Windows,1440,2560,5.01558333333333,,"oh, g-, where *ich*-3 have i gone *t*-1 that *t*-2's anywhere.",no,yes,no,root,no,yes,,,,,gone,where,,,,,,,,have,gone,,,,,no,,,(WRB where),"oh, g-, where *ich*-3 have i gone *t*-1 that *t*-2's anywhere.","(TOP (SBARQ (INTJ (UH Oh)) (, ,) (EDITED (RM (-DFL- \[)) (X (XX g-)) (, ,) (IP (-DFL- \+))) (WHADVP-1 (WHADVP (WRB where)) (SBAR (-NONE- *ICH*-3))) (SQ (VBP have) (NP-SBJ (PRP I)) (VP (VBN gone) (ADVP-DIR (-NONE- *T*-1)))) (RS (-DFL- \])) (SBAR-3 (WHNP-2 (DT that)) (S (NP-SBJ (-NONE- *T*-2)) (VP (BES 's) (ADVP-LOC-PRD (RB anywhere))))) (. .) (-DFL- E_S)))",monomorphemic,no
201,a,False,9,condition1,a-some-all-the,15,68569:4,[],20.0,Yes,,2,1,1,Male,English,Chrome,Windows,1440,2560,5.01558333333333,,where do you go *t*-1?,no,yes,no,root,no,yes,,,,,,where,,,,,,,,do,go,,,,,no,,,(WRB Where),where do you go *t*-1?,(TOP (SBARQ (WHADVP-1 (WRB Where)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB go) (ADVP-DIR (-NONE- *T*-1)))) (. ?) (-DFL- E_S))),monomorphemic,no
202,the,False,9,condition1,a-some-all-the,16,51293:9,[],20.0,Yes,,2,1,1,Male,English,Chrome,Windows,1440,2560,5.01558333333333,,"uh, who's the last one *t*-1.",no,yes,no,root,no,yes,,,,one,,who,,,,,,,,'s,last,,the last one,,,yes,,,(WP who),"uh, who's the last one *t*-1.","(TOP (SBARQ (INTJ (UH Uh)) (, ,) (WHNP-1 (WP who)) (SQ (BES 's) (NP-SBJ (DT the) (JJ last) (NN one)) (NP-PRD (-NONE- *T*-1))) (. .) (-DFL- E_S)))",monomorphemic,no
203,the,False,9,condition1,a-some-all-the,17,118088:9,[],20.0,Yes,,2,1,1,Male,English,Chrome,Windows,1440,2560,5.01558333333333,,"uh, how do you feel about taxes *t*-1?",no,yes,no,root,no,yes,,,,,,how,,,,,,,,do,feel,,,,,no,no,,(WRB how),"uh, how do you feel about taxes *t*-1?","(TOP (SBARQ (INTJ (UH Uh)) (, ,) (WHADVP-1 (WRB how)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB feel) (PP (IN about) (NP (NNS taxes))) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S)))",monomorphemic,no
204,Mary,Mary,19,condition1,,1,bot_check,[],30.0,Yes,thank u ,3,-1,1,Female,English,Firefox,Windows,663,1366,6.06163333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,a,False,19,condition1,all-a-the-some,3,example1,[],30.0,Yes,thank u ,3,-1,1,Female,English,Firefox,Windows,663,1366,6.06163333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,a,False,19,condition1,all-a-the-some,3,example1,[],30.0,Yes,thank u ,3,-1,1,Female,English,Firefox,Windows,663,1366,6.06163333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,some,False,19,condition1,all-a-the-some,3,example1,[],30.0,Yes,thank u ,3,-1,1,Female,English,Firefox,Windows,663,1366,6.06163333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,the,False,19,condition1,all-a-the-some,3,example1,[],30.0,Yes,thank u ,3,-1,1,Female,English,Firefox,Windows,663,1366,6.06163333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,all,False,19,condition1,all-a-the-some,3,example1,[],30.0,Yes,thank u ,3,-1,1,Female,English,Firefox,Windows,663,1366,6.06163333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,the,False,19,condition1,all-a-the-some,4,example2,[],30.0,Yes,thank u ,3,-1,1,Female,English,Firefox,Windows,663,1366,6.06163333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,all,False,19,condition1,all-a-the-some,4,example2,[],30.0,Yes,thank u ,3,-1,1,Female,English,Firefox,Windows,663,1366,6.06163333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,some,False,19,condition1,all-a-the-some,4,example2,[],30.0,Yes,thank u ,3,-1,1,Female,English,Firefox,Windows,663,1366,6.06163333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,all,False,19,condition1,all-a-the-some,5,example1,[],30.0,Yes,thank u ,3,-1,1,Female,English,Firefox,Windows,663,1366,6.06163333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,the,False,19,condition1,all-a-the-some,6,example4,[],30.0,Yes,thank u ,3,-1,1,Female,English,Firefox,Windows,663,1366,6.06163333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,all,False,19,condition1,all-a-the-some,8,51293:9,[],30.0,Yes,thank u ,3,-1,1,Female,English,Firefox,Windows,663,1366,6.06163333333333,,"uh, who's the last one *t*-1.",no,yes,no,root,no,yes,,,,one,,who,,,,,,,,'s,last,,the last one,,,yes,,,(WP who),"uh, who's the last one *t*-1.","(TOP (SBARQ (INTJ (UH Uh)) (, ,) (WHNP-1 (WP who)) (SQ (BES 's) (NP-SBJ (DT the) (JJ last) (NN one)) (NP-PRD (-NONE- *T*-1))) (. .) (-DFL- E_S)))",monomorphemic,no
216,all,False,19,condition1,all-a-the-some,9,130644:22,[],30.0,Yes,thank u ,3,-1,1,Female,English,Firefox,Windows,663,1366,6.06163333333333,,"oh, g-, where *ich*-3 have i gone *t*-1 that *t*-2's anywhere.",no,yes,no,root,no,yes,,,,,gone,where,,,,,,,,have,gone,,,,,no,,,(WRB where),"oh, g-, where *ich*-3 have i gone *t*-1 that *t*-2's anywhere.","(TOP (SBARQ (INTJ (UH Oh)) (, ,) (EDITED (RM (-DFL- \[)) (X (XX g-)) (, ,) (IP (-DFL- \+))) (WHADVP-1 (WHADVP (WRB where)) (SBAR (-NONE- *ICH*-3))) (SQ (VBP have) (NP-SBJ (PRP I)) (VP (VBN gone) (ADVP-DIR (-NONE- *T*-1)))) (RS (-DFL- \])) (SBAR-3 (WHNP-2 (DT that)) (S (NP-SBJ (-NONE- *T*-2)) (VP (BES 's) (ADVP-LOC-PRD (RB anywhere))))) (. .) (-DFL- E_S)))",monomorphemic,no
217,all,False,19,condition1,all-a-the-some,10,60430:4,[],30.0,Yes,thank u ,3,-1,1,Female,English,Firefox,Windows,663,1366,6.06163333333333,,who *t*-1 knows.,no,yes,no,root,no,yes,,,,,,who,,,,,,,,knows,,,,,,no,,,(WP who),who *t*-1 knows.,(TOP (SBARQ (WHNP-1 (WP who)) (SQ (NP-SBJ (-NONE- *T*-1)) (VP (VBZ knows))) (. .) (-DFL- E_S))),monomorphemic,no
218,all,False,19,condition1,all-a-the-some,11,68569:4,[],30.0,Yes,thank u ,3,-1,1,Female,English,Firefox,Windows,663,1366,6.06163333333333,,where do you go *t*-1?,no,yes,no,root,no,yes,,,,,,where,,,,,,,,do,go,,,,,no,,,(WRB Where),where do you go *t*-1?,(TOP (SBARQ (WHADVP-1 (WRB Where)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB go) (ADVP-DIR (-NONE- *T*-1)))) (. ?) (-DFL- E_S))),monomorphemic,no
219,the,False,19,condition1,all-a-the-some,12,40349:14,[],30.0,Yes,thank u ,3,-1,1,Female,English,Firefox,Windows,663,1366,6.06163333333333,,"you know, how can you help *-1 depending on the day care center *t*-2, you know,",no,,yes,root,no,yes,,,,,,how,,,,,,can,,help,depending,know,,the day care center,,no,no,,(WRB how),"you know, how can you help *-1 depending on the day care center *t*-2, you know,","(TOP (SBARQ (PRN (S (NP-SBJ (PRP You)) (VP (VBP know))) (, ,)) (WHADVP-2 (WRB how)) (SQ (MD can) (NP-SBJ-1 (PRP you)) (VP (VB help) (S (NP-SBJ (-NONE- *-1)) (VP (VBG depending) (PP (IN on) (NP (DT the) (NN day) (NN care) (NN center))) (ADVP-MNR (-NONE- *T*-2)))) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know)))))) (, ,) (-DFL- E_S)))",monomorphemic,no
220,some,False,19,condition1,all-a-the-some,13,61578:4,[],30.0,Yes,thank u ,3,-1,1,Female,English,Firefox,Windows,663,1366,6.06163333333333,,how are your kids handling it *t*-1?,no,yes,no,root,no,yes,,,,,,how,,,,,,,,are,handling,,,,,no,no,,(WRB How),how are your kids handling it *t*-1?,(TOP (SBARQ (WHADVP-1 (WRB How)) (SQ (VBP are) (NP-SBJ (PRP$ your) (NNS kids)) (VP (VBG handling) (NP (PRP it)) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S))),monomorphemic,no
221,all,False,19,condition1,all-a-the-some,14,37508:7,[],30.0,Yes,thank u ,3,-1,1,Female,English,Firefox,Windows,663,1366,6.06163333333333,,well how do you think 0 the royals are going *-1 to do *t*-2?,no,yes,no,root,no,yes,,,,,,how,,,,,,,,do,think,are,the royals,the royals,,no,no,,(WRB how),well how do you think 0 the royals are going *-1 to do *t*-2?,(TOP (SBARQ (INTJ (UH well)) (WHADVP-2 (WRB how)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB think) (SBAR (-NONE- 0) (S (NP-SBJ-1 (DT the) (NNPS Royals)) (VP (VBP are) (VP (VBG going) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB do) (ADVP-MNR (-NONE- *T*-2))))))))))) (. ?) (-DFL- E_S))),monomorphemic,no
222,some,False,19,condition1,all-a-the-some,15,102105:4,[],30.0,Yes,thank u ,3,-1,1,Female,English,Firefox,Windows,663,1366,6.06163333333333,,"how do you usually find a, a new restaurant *t*-1?",no,yes,no,root,no,yes,,,,,,how,,,,,,,,do,usually,find,,a,,no,yes,,(WRB How),"how do you usually find a, a new restaurant *t*-1?","(TOP (SBARQ (WHADVP-1 (WRB How)) (SQ (VBP do) (NP-SBJ (PRP you)) (ADVP-TMP (RB usually)) (VP (VB find) (EDITED (RM (-DFL- \[)) (NP-UNF (DT a)) (, ,) (IP (-DFL- \+))) (NP (DT a) (RS (-DFL- \])) (JJ new) (NN restaurant)) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S)))",monomorphemic,no
223,some,False,19,condition1,all-a-the-some,16,118088:9,[],30.0,Yes,thank u ,3,-1,1,Female,English,Firefox,Windows,663,1366,6.06163333333333,,"uh, how do you feel about taxes *t*-1?",no,yes,no,root,no,yes,,,,,,how,,,,,,,,do,feel,,,,,no,no,,(WRB how),"uh, how do you feel about taxes *t*-1?","(TOP (SBARQ (INTJ (UH Uh)) (, ,) (WHADVP-1 (WRB how)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB feel) (PP (IN about) (NP (NNS taxes))) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S)))",monomorphemic,no
224,all,False,19,condition1,all-a-the-some,17,103191:13,[],30.0,Yes,thank u ,3,-1,1,Female,English,Firefox,Windows,663,1366,6.06163333333333,,"but, uh, who *t*-1 knows what the future will hold *t*-2. uh, as far as energy goes,",no,,yes,root,no,yes,,,,,,who,,,,,,will,,knows,hold,as,the future,the future,,no,no,,(WP who),"but, uh, who *t*-1 knows what the future will hold *t*-2. uh, as far as energy goes,","(TOP (SBARQ (CC But) (, ,) (INTJ (UH uh)) (, ,) (WHNP-1 (WP who)) (SQ (NP-SBJ (-NONE- *T*-1)) (VP (VBZ knows) (SBAR (WHNP-2 (WP what)) (S (NP-SBJ (DT the) (NN future)) (VP (MD will) (VP (VB hold) (NP (-NONE- *T*-2)) (. .) (INTJ (UH Uh)) (, ,) (ADVP (ADVP (RB as) (RB far)) (SBAR (IN as) (S (NP-SBJ (NN energy)) (VP (VBZ goes))))))))))) (, ,) (-DFL- E_S)))",monomorphemic,no
225,Patricia,Patricia,8,condition1,,1,bot_check,[],38.0,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,5.90851666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,a,False,8,condition1,a-some-the-all,3,example1,[],38.0,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,5.90851666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,a,False,8,condition1,a-some-the-all,3,example1,[],38.0,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,5.90851666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,all,False,8,condition1,a-some-the-all,3,example1,[],38.0,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,5.90851666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,some,False,8,condition1,a-some-the-all,4,example2,[],38.0,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,5.90851666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,some,False,8,condition1,a-some-the-all,5,example1,[],38.0,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,5.90851666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,some,True,8,condition1,a-some-the-all,5,example1,[],38.0,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,5.90851666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,the,True,8,condition1,a-some-the-all,5,example1,[],38.0,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,5.90851666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,a,True,8,condition1,a-some-the-all,5,example1,[],38.0,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,5.90851666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,a,False,8,condition1,a-some-the-all,5,example1,[],38.0,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,5.90851666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,some,False,8,condition1,a-some-the-all,5,example1,[],38.0,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,5.90851666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,the,False,8,condition1,a-some-the-all,5,example1,[],38.0,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,5.90851666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,all,False,8,condition1,a-some-the-all,5,example1,[],38.0,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,5.90851666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,the,False,8,condition1,a-some-the-all,6,example4,[],38.0,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,5.90851666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,all,False,8,condition1,a-some-the-all,8,60430:4,[],38.0,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,5.90851666666667,,who *t*-1 knows.,no,yes,no,root,no,yes,,,,,,who,,,,,,,,knows,,,,,,no,,,(WP who),who *t*-1 knows.,(TOP (SBARQ (WHNP-1 (WP who)) (SQ (NP-SBJ (-NONE- *T*-1)) (VP (VBZ knows))) (. .) (-DFL- E_S))),monomorphemic,no
240,some,False,8,condition1,a-some-the-all,9,102105:4,[],38.0,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,5.90851666666667,,"how do you usually find a, a new restaurant *t*-1?",no,yes,no,root,no,yes,,,,,,how,,,,,,,,do,usually,find,,a,,no,yes,,(WRB How),"how do you usually find a, a new restaurant *t*-1?","(TOP (SBARQ (WHADVP-1 (WRB How)) (SQ (VBP do) (NP-SBJ (PRP you)) (ADVP-TMP (RB usually)) (VP (VB find) (EDITED (RM (-DFL- \[)) (NP-UNF (DT a)) (, ,) (IP (-DFL- \+))) (NP (DT a) (RS (-DFL- \])) (JJ new) (NN restaurant)) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S)))",monomorphemic,no
241,all,True,8,condition1,a-some-the-all,10,103191:13,[],38.0,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,5.90851666666667,,"but, uh, who *t*-1 knows what the future will hold *t*-2. uh, as far as energy goes,",no,,yes,root,no,yes,,,,,,who,,,,,,will,,knows,hold,as,the future,the future,,no,no,,(WP who),"but, uh, who *t*-1 knows what the future will hold *t*-2. uh, as far as energy goes,","(TOP (SBARQ (CC But) (, ,) (INTJ (UH uh)) (, ,) (WHNP-1 (WP who)) (SQ (NP-SBJ (-NONE- *T*-1)) (VP (VBZ knows) (SBAR (WHNP-2 (WP what)) (S (NP-SBJ (DT the) (NN future)) (VP (MD will) (VP (VB hold) (NP (-NONE- *T*-2)) (. .) (INTJ (UH Uh)) (, ,) (ADVP (ADVP (RB as) (RB far)) (SBAR (IN as) (S (NP-SBJ (NN energy)) (VP (VBZ goes))))))))))) (, ,) (-DFL- E_S)))",monomorphemic,no
242,all,False,8,condition1,a-some-the-all,11,130644:22,[],38.0,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,5.90851666666667,,"oh, g-, where *ich*-3 have i gone *t*-1 that *t*-2's anywhere.",no,yes,no,root,no,yes,,,,,gone,where,,,,,,,,have,gone,,,,,no,,,(WRB where),"oh, g-, where *ich*-3 have i gone *t*-1 that *t*-2's anywhere.","(TOP (SBARQ (INTJ (UH Oh)) (, ,) (EDITED (RM (-DFL- \[)) (X (XX g-)) (, ,) (IP (-DFL- \+))) (WHADVP-1 (WHADVP (WRB where)) (SBAR (-NONE- *ICH*-3))) (SQ (VBP have) (NP-SBJ (PRP I)) (VP (VBN gone) (ADVP-DIR (-NONE- *T*-1)))) (RS (-DFL- \])) (SBAR-3 (WHNP-2 (DT that)) (S (NP-SBJ (-NONE- *T*-2)) (VP (BES 's) (ADVP-LOC-PRD (RB anywhere))))) (. .) (-DFL- E_S)))",monomorphemic,no
243,the,False,8,condition1,a-some-the-all,12,40349:14,[],38.0,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,5.90851666666667,,"you know, how can you help *-1 depending on the day care center *t*-2, you know,",no,,yes,root,no,yes,,,,,,how,,,,,,can,,help,depending,know,,the day care center,,no,no,,(WRB how),"you know, how can you help *-1 depending on the day care center *t*-2, you know,","(TOP (SBARQ (PRN (S (NP-SBJ (PRP You)) (VP (VBP know))) (, ,)) (WHADVP-2 (WRB how)) (SQ (MD can) (NP-SBJ-1 (PRP you)) (VP (VB help) (S (NP-SBJ (-NONE- *-1)) (VP (VBG depending) (PP (IN on) (NP (DT the) (NN day) (NN care) (NN center))) (ADVP-MNR (-NONE- *T*-2)))) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know)))))) (, ,) (-DFL- E_S)))",monomorphemic,no
244,a,False,8,condition1,a-some-the-all,13,51293:9,[],38.0,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,5.90851666666667,,"uh, who's the last one *t*-1.",no,yes,no,root,no,yes,,,,one,,who,,,,,,,,'s,last,,the last one,,,yes,,,(WP who),"uh, who's the last one *t*-1.","(TOP (SBARQ (INTJ (UH Uh)) (, ,) (WHNP-1 (WP who)) (SQ (BES 's) (NP-SBJ (DT the) (JJ last) (NN one)) (NP-PRD (-NONE- *T*-1))) (. .) (-DFL- E_S)))",monomorphemic,no
245,the,False,8,condition1,a-some-the-all,14,61578:4,[],38.0,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,5.90851666666667,,how are your kids handling it *t*-1?,no,yes,no,root,no,yes,,,,,,how,,,,,,,,are,handling,,,,,no,no,,(WRB How),how are your kids handling it *t*-1?,(TOP (SBARQ (WHADVP-1 (WRB How)) (SQ (VBP are) (NP-SBJ (PRP$ your) (NNS kids)) (VP (VBG handling) (NP (PRP it)) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S))),monomorphemic,no
246,a,False,8,condition1,a-some-the-all,15,68569:4,[],38.0,Yes,,3,1,1,Male,English,Chrome,Windows,768,1366,5.90851666666667,,where do you go *t*-1?,no,yes,no,root,no,yes,,,,,,where,,,,,,,,do,go,,,,,no,,,(WRB Where),where do you go *t*-1?,(TOP (SBARQ (WHADVP-1 (WRB Where)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB go) (ADVP-DIR (-NONE- *T*-1)))) (. ?) (-DFL- E_S))),monomorphemic,no
